decimalLatitude,decimalLongitude,air_temperature,precipitation_amount,specific_humidity,relative_humidity,mean_vapor_pressure_deficit,potential_evapotranspiration,surface_downwelling_shortwave_flux_in_air,wind_speed,occurrence,elevation,soil_ph,year,month,day,season_num
44.4908,-109.9664,291.6000061035156,0.0,0.0048499996773898,84.0,0.8799999952316284,5.200000286102295,314.0,4.400000095367432,1,2375.0,6.3,1987,7,6,2
40.878890354445645,-115.17651068284486,281.5,5.099999904632568,0.0044599999673664,100.0,0.199999988079071,2.1000001430511475,106.20000457763672,6.900000095367432,0,2371.0,6.7,1991,3,3,1
44.4094,-116.078983,298.6000061035156,0.0,0.0045499997213482,26.600000381469727,1.5099999904632568,7.5,340.3999938964844,2.299999952316284,1,1874.0,6.2,2009,6,28,2
45.2517702225226,-89.3449532008905,258.1000061035156,0.0,0.0015000000130385,55.900001525878906,0.0799999982118606,0.6000000238418579,91.5,4.900000095367432,0,463.0,5.1,2002,1,7,0
46.91514723080921,-109.44025116475449,296.3999938964844,0.4000000059604645,0.0076299998909235,86.30000305175781,0.9699999690055848,5.900000095367432,230.5,3.6000001430511475,0,1570.0,6.7,1980,8,9,2
44.817639686901856,-121.2088433638337,304.8999938964844,0.0,0.0056799999438226,73.4000015258789,2.069999933242798,6.400000095367432,295.8999938964844,3.1000001430511475,0,761.0,6.8,1987,8,19,2
48.798762,-116.562706,295.79998779296875,0.0,0.0066599999554455,60.70000076293945,1.090000033378601,6.200000286102295,320.3999938964844,2.200000047683716,1,1794.0,5.2,2018,7,23,2
44.48090445394491,-107.7810491062238,279.6000061035156,3.400000095367432,0.002600000007078,88.30000305175781,0.3400000035762787,3.6000001430511475,189.1999969482422,7.800000190734863,0,1361.0,7.8,2007,3,29,1
40.88656339377724,-99.36596902341697,275.1000061035156,0.0,0.0015899999998509,94.70000457763672,0.1799999922513961,1.5,239.0,4.400000095367432,0,718.0,7.1,1996,3,26,1
47.654857,-116.7162916,301.1000061035156,0.0,0.0067699998617172,29.600000381469727,1.5,6.300000190734863,300.8000183105469,3.700000047683716,1,790.0,6.4,1979,6,2,2
44.80803241255733,-90.93227038729655,280.79998779296875,0.0,0.0055399998091161,74.0999984741211,0.5799999833106995,3.5,205.90000915527344,4.400000095367432,0,317.0,5.0,2012,5,30,1
41.82362445610965,-92.24278772796252,265.3999938964844,0.0,0.0021299999207258,55.60000228881836,0.1199999973177909,0.800000011920929,70.4000015258789,6.400000095367432,0,269.0,6.2,2000,2,4,0
39.8225786101474,-114.81444724749242,304.0,0.0,0.0054299999028444,56.400001525878906,2.109999895095825,10.300000190734863,273.8000183105469,4.300000190734863,0,1802.0,8.5,1980,8,14,2
43.98995147503096,-118.06927552708986,279.6000061035156,0.0,0.0033299999777227,48.10000228881836,1.069999933242798,5.200000286102295,277.3000183105469,4.099999904632568,0,1438.0,6.9,2012,5,17,1
45.962222,-117.880278,285.3999938964844,0.0,0.0068999999202787,60.10000228881836,1.3799999952316284,7.900000095367432,317.70001220703125,3.5,1,1583.0,5.9,2002,7,19,2
44.551975527776506,-112.65578807204768,294.20001220703125,0.0,0.0038199999835342,44.400001525878906,1.2999999523162842,6.0,211.0,7.5,0,2372.0,6.1,1993,9,11,3
44.92813472464146,-97.472732193861,269.79998779296875,0.0,0.0032099999953061,95.0,0.3299999833106994,2.200000047683716,238.40000915527344,3.900000095367432,0,561.0,7.3,2018,3,27,1
45.224277,-121.694649,290.70001220703125,2.5,0.0065899998880922,73.0,0.6299999952316284,5.0,252.8000030517578,3.400000095367432,1,1207.0,5.4,2020,6,11,2
40.62261482383497,-99.10273856725152,257.70001220703125,7.0,0.0013799999142065,43.29999923706055,0.1599999964237213,1.600000023841858,63.20000076293945,6.700000286102295,0,659.0,7.1,1982,1,22,0
45.1733,-117.6121,296.1000061035156,0.4000000059604645,0.0064300000667572,59.400001525878906,1.149999976158142,8.100000381469727,351.0,4.300000190734863,1,1673.0,6.2,2004,6,26,2
43.30210673951541,-114.91498567823088,295.8999938964844,0.3000000119209289,0.0064399996772408,76.5999984741211,1.059999942779541,6.300000190734863,342.8000183105469,5.900000095367432,0,1540.0,6.9,1993,6,28,2
42.33495615171673,-94.30338949086362,303.1000061035156,0.0,0.0096800001338124,30.700000762939453,1.4199999570846558,6.599999904632568,228.90000915527344,8.0,0,343.0,6.6,2004,9,10,3
42.971903357216775,-89.33535490885957,282.5,0.0,0.0078799994662404,47.20000076293945,0.7099999785423279,5.099999904632568,270.6000061035156,3.1000001430511475,0,290.0,6.3,2008,8,10,2
44.85589892732732,-119.63126865400416,281.3999938964844,2.0,0.0040699997916817,100.0,0.2899999916553497,1.8000000715255735,135.0,4.700000286102295,0,1067.0,6.6,2003,3,20,1
44.78104307998214,-104.94482699427007,297.6000061035156,0.0,0.0070199999026954,100.0,1.0,7.300000190734863,324.20001220703125,4.099999904632568,0,1180.0,7.5,1990,6,17,2
44.63114305386174,-98.6537874906239,285.6000061035156,8.300000190734863,0.0041799996979534,100.0,0.3199999928474426,2.6000001430511475,205.40000915527344,1.5,0,409.0,7.0,1984,5,1,1
43.248,-122.2294,275.70001220703125,0.0,0.0056599997915327,28.700000762939453,0.9799999594688416,6.700000286102295,337.6000061035156,3.1000001430511475,1,1317.0,6.0,2008,7,23,2
44.151619022002016,-122.66588134058202,278.5,0.4000000059604645,0.0045699998736381,100.0,0.0199999995529651,0.2000000029802322,86.80000305175781,3.5,0,669.0,5.4,2013,12,19,0
47.68023984142023,-104.8302422314614,295.8999938964844,0.0,0.0058800000697374,28.700000762939453,0.949999988079071,3.900000095367432,185.0,4.599999904632568,0,739.0,7.4,1982,9,23,3
39.69158284810205,-94.41715605296856,306.0,0.0,0.013829999603331,40.20000076293945,1.4299999475479126,6.0,324.3000183105469,1.8000000715255735,0,323.0,6.2,1989,7,3,2
41.72483471922758,-105.8924628822843,282.3999938964844,0.0,0.0064099999144673,72.30000305175781,1.3399999141693115,7.700000286102295,313.1000061035156,3.299999952316284,0,2167.0,7.4,1983,6,20,2
44.40263630785424,-97.41917149613644,286.5,15.40000057220459,0.008559999987483,83.30000305175781,1.5999999046325684,8.40000057220459,270.8000183105469,4.0,0,529.0,6.7,2011,8,11,2
40.00230345282632,-104.59821764763416,266.1000061035156,0.0,0.0019900000188499,22.5,0.5799999833106995,2.299999952316284,109.0999984741211,1.8000000715255735,0,1554.0,7.6,1981,1,28,0
44.99362740738525,-98.63684288181284,280.29998779296875,0.0,0.0049399998970329,73.80000305175781,1.3399999141693115,4.400000095367432,270.6000061035156,1.8000000715255735,0,391.0,7.0,2012,8,17,2
44.3443,-122.0009,302.70001220703125,0.0,0.0076899998821318,64.30000305175781,1.5499999523162842,8.0,319.3999938964844,3.0,1,852.0,5.8,2004,7,27,2
45.5161,-110.4778,294.20001220703125,0.0,0.0056300000287592,70.80000305175781,0.9799999594688416,5.300000190734863,276.8999938964844,1.899999976158142,1,2380.0,6.2,1990,8,4,2
46.330429,-121.748453,296.1000061035156,0.6000000238418579,0.0093599995598196,75.0,0.8399999737739563,5.400000095367432,335.20001220703125,3.1000001430511475,1,1497.0,5.3,2013,6,29,2
40.598692540644,-101.8650438894051,286.79998779296875,0.0,0.0023900000378489,75.70000457763672,0.6699999570846558,2.1000001430511475,99.20000457763672,3.299999952316284,0,1045.0,7.2,2004,1,14,0
45.87717902278639,-86.7956856395828,275.70001220703125,2.0,0.0046099997125566,48.70000076293945,0.2899999916553497,2.6000001430511475,114.70000457763672,6.5,0,181.0,5.4,2008,10,2,3
45.07060545389605,-123.5776965017236,284.1000061035156,2.0,0.0048299999907612,100.0,0.2399999946355819,1.5,87.70000457763672,4.599999904632568,0,130.0,5.7,1998,4,6,1
40.59577346704241,-90.02373607793999,278.70001220703125,0.0,0.0017699999734759,35.60000228881836,0.3199999928474426,3.200000047683716,182.3000030517578,7.0,0,209.0,6.2,1986,3,8,1
48.2663565,-116.5952716,300.5,0.0,0.0045599997974932,18.600000381469727,1.6999999284744265,8.699999809265137,317.70001220703125,3.299999952316284,1,693.0,6.2,2007,7,31,2
41.041645,-122.809295,284.5,0.0,0.0060299998149275,94.5999984741211,0.2399999946355819,3.700000047683716,320.20001220703125,4.200000286102295,1,2029.0,5.8,2020,6,15,2
48.296112,-117.568947,281.1000061035156,0.0,0.0050800000317394,20.5,1.4299999475479126,9.699999809265137,319.70001220703125,5.5,1,1311.0,6.2,2019,7,27,2
44.69993434867091,-116.6557508082508,266.29998779296875,0.3000000119209289,0.0024800000246614,85.20000457763672,0.3499999940395355,2.200000047683716,177.40000915527344,1.8000000715255735,0,1461.0,6.3,1999,3,17,1
45.1294,-115.3621,295.6000061035156,0.0,0.0050800000317394,21.600000381469727,1.1100000143051147,7.0,319.5,3.200000047683716,1,2088.0,6.1,1999,7,21,2
44.0805,-110.725,270.70001220703125,3.799999952316284,0.0053599998354911,100.0,0.4399999976158142,3.6000001430511475,268.8999938964844,5.200000286102295,1,2146.0,5.9,1994,7,6,2
46.1128931,-114.6095054,276.1000061035156,0.0,0.0054500000551342,29.200000762939453,1.0,4.0,229.1000061035156,3.1000001430511475,1,1419.0,6.0,1987,9,6,3
48.378778,-120.686058,290.1000061035156,0.0,0.0059799998998641,65.9000015258789,0.7400000095367432,4.700000286102295,357.1000061035156,3.299999952316284,1,1166.0,5.9,2016,5,25,1
49.03843278375937,-97.53854323563657,263.5,0.6000000238418579,0.0014299999456852,40.60000228881836,0.1700000017881393,1.600000023841858,116.3000030517578,5.599999904632568,0,250.0,7.4,1982,2,28,0
40.97946864657695,-120.04522288232384,275.8999938964844,0.0,0.0049999998882412,39.60000228881836,0.449999988079071,2.0,153.0,3.700000047683716,0,1963.0,6.9,2009,10,24,3
43.140227984047385,-100.53060519522248,300.1000061035156,0.0,0.0087599996477365,98.8000030517578,1.059999942779541,6.599999904632568,302.3000183105469,3.1000001430511475,0,800.0,7.0,1992,7,31,2
42.8281,-110.8855,276.5,0.0,0.0049799997359514,63.400001525878906,1.0299999713897705,8.5,310.8000183105469,6.5,1,2134.0,6.4,1991,6,16,2
43.09337012614725,-111.21521400968082,285.5,1.399999976158142,0.0044399998150765,27.39999961853028,0.5099999904632568,2.799999952316284,148.60000610351562,2.0,0,2433.0,6.4,1988,9,13,3
47.06716868179276,-99.97727781569742,247.1000061035156,0.4000000059604645,0.0005999999702908,62.900001525878906,0.0299999993294477,0.2000000029802322,64.5,3.299999952316284,0,547.0,7.3,1996,12,27,0
40.537891995712144,-115.17681773563164,281.8999938964844,0.0,0.0062199998646974,68.5,1.7799999713897705,8.90000057220459,320.20001220703125,3.200000047683716,0,1826.0,7.9,2011,6,22,2
42.764432475074194,-104.15708381640424,271.5,4.599999904632568,0.0042399996891617,63.60000228881836,0.1299999952316284,1.5,185.40000915527344,4.200000286102295,0,1541.0,6.9,2017,4,3,1
43.67371411010005,-115.4608231890854,275.79998779296875,0.0,0.0016099999193102,75.70000457763672,0.2999999821186065,2.0,262.20001220703125,1.8000000715255735,0,2166.0,6.0,2003,3,28,1
40.86865541316962,-87.4167804539396,298.5,0.0,0.0072800000198185,89.70000457763672,1.069999933242798,3.900000095367432,228.1000061035156,2.6000001430511475,0,201.0,6.5,2010,9,17,3
44.9989,-115.9534,296.5,2.900000095367432,0.0069399997591972,25.600000381469727,1.1200000047683716,6.400000095367432,268.3999938964844,3.1000001430511475,1,2016.0,6.2,1999,8,3,2
44.97489382704772,-123.2602856774341,272.8999938964844,0.0,0.0034499999601393,54.79999923706055,0.25,1.0,66.30000305175781,5.099999904632568,0,71.0,5.4,1998,12,18,0
43.05244182854948,-98.56060376145528,303.70001220703125,0.0,0.0122400000691413,90.0,1.3700000047683716,5.0,281.1000061035156,1.600000023841858,0,394.0,7.3,1998,8,10,2
40.55615825315669,-89.44696111453979,307.1000061035156,14.300000190734863,0.0155799994245171,100.0,1.2899999618530271,5.800000190734863,222.40000915527344,5.900000095367432,0,203.0,6.2,1987,8,21,2
46.467094404519855,-101.13535575741544,297.70001220703125,0.0,0.0099499998614192,100.0,0.6800000071525574,4.800000190734863,233.90000915527344,3.1000001430511475,0,627.0,6.9,1980,8,10,2
48.6342,-118.3792,290.79998779296875,6.0,0.0054999999701976,93.0999984741211,0.6599999666213989,5.0,226.5,4.099999904632568,1,1392.0,6.1,1996,8,5,2
43.6295,-111.2113,278.0,0.0,0.0050399997271597,65.30000305175781,1.1899999380111694,8.600000381469727,319.8999938964844,5.200000286102295,1,1943.0,6.5,1991,6,23,2
44.8096,-122.0886,291.1000061035156,0.0,0.0067300000227987,49.29999923706055,0.5199999809265137,3.1000001430511475,190.8000030517578,2.799999952316284,1,1098.0,5.3,2006,10,5,3
