gbifID,datetime,decimalLatitude,decimalLongitude,date,gridmet_lat,gridmet_lon,gridmet_date,air_temperature,precipitation_amount,specific_humidity,relative_humidity,mean_vapor_pressure_deficit,potential_evapotranspiration,surface_downwelling_shortwave_flux_in_air,wind_speed,occurrence
1304442919.0,1987-07-06 00:00:00,44.4908,-109.9664,1987-07-06 00:00:00,44.48333333333333,-109.97499996666669,1987-07-06 00:00:00,291.6000061035156,0.0,0.0048499996773898,84.0,0.8799999952316284,5.200000286102295,314.0,4.400000095367432,1
,1991-03-03,40.878890354445645,-115.17651068284486,,40.85833333333334,-115.18333330000002,1991-03-03,281.5,5.099999904632568,0.004459999967366457,100.0,0.19999998807907104,2.1000001430511475,106.20000457763672,6.900000095367432,0
4068926811.0,2009-06-28 00:00:00,44.4094,-116.078983,2009-06-28 00:00:00,44.400000000000006,-116.05833330000002,2009-06-28 00:00:00,298.6000061035156,0.0,0.0045499997213482,26.600000381469727,1.5099999904632568,7.5,340.3999938964844,2.299999952316284,1
,2002-01-07,45.2517702225226,-89.3449532008905,,45.233333333333334,-89.34999996666667,2002-01-07,258.1000061035156,0.0,0.001500000013038516,55.900001525878906,0.07999999821186066,0.6000000238418579,91.5,4.900000095367432,0
,1980-08-09,46.91514723080921,-109.44025116475449,,46.900000000000006,-109.43333330000002,1980-08-09,296.3999938964844,0.4000000059604645,0.0076299998909235,86.30000305175781,0.9699999690055847,5.900000095367432,230.5,3.6000001430511475,0
,1987-08-19,44.817639686901856,-121.2088433638337,,44.81666666666667,-121.22499996666667,1987-08-19,304.8999938964844,0.0,0.005679999943822622,73.4000015258789,2.069999933242798,6.400000095367432,295.8999938964844,3.1000001430511475,0
3925131332.0,2018-07-23 00:00:00,48.798762,-116.562706,2018-07-23 00:00:00,48.81666666666667,-116.55833330000002,2018-07-23 00:00:00,295.79998779296875,0.0,0.0066599999554455,60.70000076293945,1.090000033378601,6.200000286102295,320.3999938964844,2.200000047683716,1
,2007-03-29,44.48090445394491,-107.7810491062238,,44.483333333333334,-107.76666663333334,2007-03-29,279.6000061035156,3.4000000953674316,0.0026000000070780516,88.30000305175781,0.3400000035762787,3.6000001430511475,189.1999969482422,7.800000190734863,0
,1996-03-26,40.88656339377724,-99.36596902341697,,40.900000000000006,-99.34999996666667,1996-03-26,275.1000061035156,0.0,0.0015899999998509884,94.70000457763672,0.17999999225139618,1.5,239.0,4.400000095367432,0
4070180512.0,1979-06-02 00:00:00,47.654857,-116.7162916,1979-06-02 00:00:00,47.650000000000006,-116.72499996666669,1979-06-02 00:00:00,301.1000061035156,0.0,0.0067699998617172,29.600000381469727,1.5,6.300000190734863,300.8000183105469,3.700000047683716,1
,2012-05-30,44.80803241255733,-90.93227038729655,,44.81666666666667,-90.93333330000002,2012-05-30,280.79998779296875,0.0,0.005539999809116125,74.0999984741211,0.5799999833106995,3.5,205.90000915527344,4.400000095367432,0
,2000-02-04,41.82362445610965,-92.24278772796252,,41.81666666666667,-92.22499996666667,2000-02-04,265.3999938964844,0.0,0.0021299999207258224,55.60000228881836,0.11999999731779099,0.800000011920929,70.4000015258789,6.400000095367432,0
,1980-08-14,39.8225786101474,-114.81444724749242,,39.81666666666667,-114.80833330000002,1980-08-14,304.0,0.0,0.005429999902844429,56.400001525878906,2.109999895095825,10.300000190734863,273.8000183105469,4.300000190734863,0
,2012-05-17,43.98995147503096,-118.06927552708986,,43.983333333333334,-118.05833330000002,2012-05-17,279.6000061035156,0.0,0.003329999977722764,48.10000228881836,1.0699999332427979,5.200000286102295,277.3000183105469,4.099999904632568,0
1302579963.0,2002-07-19 00:00:00,45.962222,-117.880278,2002-07-19 00:00:00,45.94166666666667,-117.89166663333334,2002-07-19 00:00:00,285.3999938964844,0.0,0.0068999999202787,60.10000228881836,1.3799999952316284,7.900000095367432,317.70001220703125,3.5,1
,1981-02-07,47.00633621190901,-86.68090850532755,,47.025000000000006,-86.68333330000002,1981-02-07,,,,,,,,,0
,1993-09-11,44.551975527776506,-112.65578807204768,,44.56666666666667,-112.64166663333334,1993-09-11,294.20001220703125,0.0,0.003819999983534217,44.400001525878906,1.2999999523162842,6.0,211.0,7.5,0
,2018-03-27,44.92813472464146,-97.472732193861,,44.94166666666667,-97.47499996666667,2018-03-27,269.79998779296875,0.0,0.0032099999953061342,95.0,0.32999998331069946,2.200000047683716,238.40000915527344,3.9000000953674316,0
2802575963.0,2020-06-11 00:00:00,45.224277,-121.694649,2020-06-11 00:00:00,45.23333333333333,-121.68333330000002,2020-06-11 00:00:00,290.70001220703125,2.5,0.0065899998880922,73.0,0.6299999952316284,5.0,252.8000030517578,3.400000095367432,1
,1982-01-22,40.62261482383497,-99.10273856725152,,40.60833333333334,-99.09999996666667,1982-01-22,257.70001220703125,7.0,0.0013799999142065644,43.29999923706055,0.1599999964237213,1.600000023841858,63.20000076293945,6.700000286102295,0
1304445246.0,2004-06-26 00:00:00,45.1733,-117.6121,2004-06-26 00:00:00,45.19166666666667,-117.59999996666669,2004-06-26 00:00:00,296.1000061035156,0.4000000059604645,0.0064300000667572,59.400001525878906,1.149999976158142,8.100000381469727,351.0,4.300000190734863,1
,2018-11-06,45.94959694208264,-86.07749173590592,,45.94166666666667,-86.05833330000002,2018-11-06,275.20001220703125,10.90000057220459,0.005049999803304672,100.0,0.0,0.20000000298023224,48.900001525878906,5.700000286102295,0
,1979-12-18,48.12548217736439,-86.8069501831109,,48.108333333333334,-86.80833330000002,1979-12-18,,,,,,,,,0
