gbifID,datetime,decimalLatitude,decimalLongitude,date,gridmet_lat,gridmet_lon,gridmet_date,air_temperature,precipitation_amount,specific_humidity,relative_humidity,mean_vapor_pressure_deficit,potential_evapotranspiration,surface_downwelling_shortwave_flux_in_air,wind_speed
623695927,2011-07-14,46.91046,-121.15371,2011-07-14 00:00:00,46.900000000000006,-121.14166663333334,2011-07-14 00:00:00,277.20001220703125,0.0,0.0055799996480345,83.9000015258789,0.4199999868869781,4.0,225.6999969482422,4.0
5159141061,1995-05-28,45.6416995,-118.7671122,1995-05-28 00:00:00,45.650000000000006,-118.76666663333334,1995-05-28 00:00:00,301.5,0.0,0.0056499997153878,26.80000114440918,1.709999918937683,5.5,346.0,1.3000000715255735
5154560685,2008-08-27,44.49719,-121.80263,2008-08-27 00:00:00,44.48333333333333,-121.80833330000002,2008-08-27 00:00:00,276.8999938964844,0.800000011920929,0.0052799996919929,41.60000228881836,0.5899999737739563,4.599999904632568,268.5,3.299999952316284
5141070538,2011-08-05,44.495225,-116.085744,2011-08-05 00:00:00,44.48333333333333,-116.09999996666669,2011-08-05 00:00:00,280.20001220703125,0.0,0.0061899996362626,75.4000015258789,1.2300000190734863,6.900000095367432,311.3000183105469,2.900000095367432
5140237943,2008-07-21,44.43371,-122.05117,2008-07-21 00:00:00,44.44166666666667,-122.05833330000002,2008-07-21 00:00:00,282.70001220703125,0.0,0.0068399999290704,32.20000076293945,1.1699999570846558,7.0,308.3999938964844,3.1000001430511475
5133184824,2020-07-24,45.04305,-116.581263,2020-07-24 00:00:00,45.025000000000006,-116.59999996666669,2020-07-24 00:00:00,299.1000061035156,0.0,0.0060899998061358,62.79999923706055,1.4199999570846558,7.700000286102295,330.3000183105469,3.0
5133104331,2016-08-03,44.710617,-121.859214,2016-08-03 00:00:00,44.69166666666667,-121.84999996666669,2016-08-03 00:00:00,296.1000061035156,0.0,0.0061499997973442,95.5,0.8799999952316284,5.0,325.70001220703125,3.400000095367432
5103609834,1979-08-09,44.416667,-121.833333,1979-08-09 00:00:00,44.400000000000006,-121.84999996666669,1979-08-09 00:00:00,299.29998779296875,0.0,0.0048699998296797,22.80000114440918,1.5399999618530271,5.599999904632568,319.8000183105469,2.5
5103602387,1991-07-26,43.9139214,-110.6380363,1991-07-26 00:00:00,43.900000000000006,-110.64166663333334,1991-07-26 00:00:00,278.8999938964844,0.6000000238418579,0.0072399997152388,95.0,1.1299999952316284,7.099999904632568,282.8000183105469,3.700000047683716
5103581336,1995-07-25,39.818851,-121.194582,1995-07-25 00:00:00,39.81666666666667,-121.18333330000002,1995-07-25 00:00:00,297.1000061035156,0.0,0.0063999998383224,31.399999618530277,1.3399999141693115,6.300000190734863,357.6000061035156,3.400000095367432
