decimalLatitude,decimalLongitude,year,month,day,datetime,occurrence,season_num,elevation,soil_ph,gridmet_lat,gridmet_lon,gridmet_date,air_temperature,precipitation_amount,specific_humidity,relative_humidity,mean_vapor_pressure_deficit,potential_evapotranspiration,surface_downwelling_shortwave_flux_in_air,wind_speed
45.487,-110.5189,1991.0,7.0,10.0,1991-07-10,1,2.0,2188.0,6.2,45.483333333333334,-110.51666663333334,1991-07-10,282.5,1.5,0.006339999847114086,67.0,1.2799999713897705,7.5,286.3000183105469,3.6000001430511475
43.7986,-110.7841,2006.0,6.0,22.0,2006-06-22,1,2.0,2819.0,5.9,43.81666666666667,-110.76666663333334,2006-06-22,274.70001220703125,0.0,0.004009999800473452,29.5,0.8899999856948853,5.200000286102295,321.3000183105469,3.9000000953674316
42.4170062404763,-106.32634361736709,2008.0,4.0,1.0,2008-04-01,1,,2271.0,7.2,42.400000000000006,-106.30833330000002,2008-04-01,258.5,1.8000000715255737,0.001779999933205545,49.29999923706055,0.14000000059604645,1.399999976158142,236.90000915527344,6.300000190734863
38.5917318128124,-104.61297424233251,1994.0,12.0,11.0,1994-12-11,1,,1645.0,7.9,38.60833333333334,-104.59999996666667,1994-12-11,279.29998779296875,0.0,0.0022399998269975185,34.0,0.29999998211860657,1.100000023841858,97.70000457763672,2.6000001430511475
47.64998733071918,-110.22394492609463,2003.0,9.0,29.0,2003-09-29,1,,939.0,7.4,47.650000000000006,-110.22499996666667,2003-09-29,288.0,0.0,0.004119999706745148,31.600000381469727,0.699999988079071,3.0,129.6999969482422,2.0
48.04833646944266,-123.42067827127859,2004.0,10.0,6.0,2004-10-06,1,,549.0,5.5,48.06666666666667,-123.43333330000002,2004-10-06,288.20001220703125,1.5,0.007319999858736992,61.79999923706055,0.3100000023841858,1.8000000715255737,150.1999969482422,4.300000190734863
44.5585,-109.7795,1986.0,8.0,14.0,1986-08-14,1,2.0,2761.0,5.8,44.56666666666667,-109.76666663333334,1986-08-14,288.8999938964844,0.0,0.005080000031739473,32.20000076293945,0.6399999856948853,5.0,264.8000183105469,3.6000001430511475
42.132453829766504,-106.10618266685317,2003.0,3.0,7.0,2003-03-07,1,,2097.0,7.7,42.150000000000006,-106.09999996666667,2003-03-07,276.1000061035156,0.0,0.002699999837204814,89.0,0.1899999976158142,1.600000023841858,183.3000030517578,9.199999809265137
44.253258169616096,-120.57021711432041,2003.0,3.0,25.0,2003-03-25,1,,1287.0,6.5,44.233333333333334,-120.55833330000002,2003-03-25,281.5,11.90000057220459,0.004629999864846468,95.4000015258789,0.22999998927116394,1.5,114.5999984741211,2.5
38.17601005528028,-105.81331801548224,2011.0,9.0,7.0,2011-09-07,1,,2614.0,7.5,38.19166666666667,-105.80833330000002,2011-09-07,275.6000061035156,4.099999904632568,0.007499999832361937,100.0,0.5899999737739563,3.6000001430511475,222.60000610351562,1.7000000476837158
39.919735077120386,-95.21128441184337,2009.0,1.0,1.0,2009-01-01,1,,254.0,7.6,39.900000000000006,-95.22499996666667,2009-01-01,265.6000061035156,0.0,0.0019299999112263322,36.0,0.35999998450279236,1.600000023841858,91.5,4.800000190734863
45.2794,-121.6756,1987.0,7.0,25.0,1987-07-25,1,2.0,1288.0,5.5,45.275000000000006,-121.68333330000002,1987-07-25,291.20001220703125,0.0,0.008049999363720417,100.0,0.41999998688697815,4.200000286102295,336.8999938964844,4.0
39.70278,-111.23333,1979.0,8.0,8.0,1979-08-08,1,2.0,2865.0,6.3,39.69166666666667,-111.22499996666667,1979-08-08,295.1000061035156,0.0,0.008609999902546406,29.30000114440918,0.7799999713897705,4.0,227.40000915527344,3.0
43.8291,-121.83286,2019.0,7.0,22.0,2019-07-22,1,2.0,1445.0,6.1,43.81666666666667,-121.84999996666667,2019-07-22,282.20001220703125,0.0,0.007969999685883522,32.29999923706055,1.1699999570846558,6.900000095367432,323.0,2.700000047683716
46.92032381432014,-101.49633634556682,1987.0,2.0,4.0,1987-02-04,1,,660.0,7.0,46.900000000000006,-101.51666663333334,1987-02-04,266.20001220703125,0.0,0.0024599998723715544,89.0999984741211,0.2199999988079071,0.9000000357627869,98.0,3.4000000953674316
39.80814383006617,-93.88542777571405,1983.0,6.0,7.0,1983-06-07,1,,264.0,6.1,39.81666666666667,-93.89166663333334,1983-06-07,281.79998779296875,0.0,0.0069599999114871025,90.0,1.0699999332427979,6.400000095367432,328.70001220703125,2.4000000953674316
42.73990194446752,-116.63262197389912,2001.0,3.0,12.0,2001-03-12,1,,1842.0,6.8,42.733333333333334,-116.64166663333334,2001-03-12,281.79998779296875,0.0,0.003289999905973673,36.70000076293945,0.32999998331069946,2.1000001430511475,208.60000610351562,4.300000190734863
42.33905220672262,-111.81519719733477,1993.0,1.0,4.0,1993-01-04,1,,1976.0,6.9,42.358333333333334,-111.80833330000002,1993-01-04,266.29998779296875,0.0,0.0012299999361857772,46.70000076293945,0.11999999731779099,1.100000023841858,56.10000228881836,5.300000190734863
40.871507458781316,-96.40395327888253,2019.0,10.0,4.0,2019-10-04,1,,405.0,6.0,40.85833333333334,-96.39166663333334,2019-10-04,279.5,23.30000114440918,0.006219999864697456,54.60000228881836,0.3499999940395355,1.899999976158142,98.20000457763672,4.700000286102295
41.010656980996764,-105.98980908543672,1988.0,2.0,17.0,1988-02-17,1,,2435.0,7.1,41.025000000000006,-105.97499996666667,1988-02-17,254.10000610351562,0.0,0.0014199999859556556,41.5,0.1599999964237213,1.7000000476837158,158.60000610351562,5.200000286102295
42.74195199276001,-113.35082282142459,2016.0,2.0,5.0,2016-02-05,1,,1320.0,7.9,42.733333333333334,-113.34999996666667,2016-02-05,272.70001220703125,0.0,0.0025199998635798693,34.60000228881836,0.07999999821186066,2.5,116.5,2.4000000953674316
45.2247,-121.7358,1996.0,8.0,1.0,1996-08-01,1,2.0,1036.0,5.7,45.233333333333334,-121.72499996666667,1996-08-01,293.1000061035156,0.0,0.005949999671429396,70.4000015258789,0.8399999737739563,7.200000286102295,326.70001220703125,6.099999904632568
45.633979841019446,-100.41461629204828,1986.0,2.0,24.0,1986-02-24,1,,486.0,,45.650000000000006,-100.43333330000002,1986-02-24,274.0,0.0,0.0020899998489767313,66.0,0.08999999612569809,0.9000000357627869,111.0999984741211,3.200000047683716
43.02044998243072,-122.54677031416914,1993.0,12.0,15.0,1993-12-15,1,,1213.0,5.6,43.025000000000006,-122.55833330000002,1993-12-15,276.3999938964844,0.0,0.004269999917596579,100.0,0.009999999776482582,0.20000000298023224,77.5999984741211,2.299999952316284
46.22007072532632,-116.49622041026608,2001.0,4.0,24.0,2001-04-24,1,,1194.0,6.5,46.233333333333334,-116.51666663333334,2001-04-24,290.70001220703125,0.30000001192092896,0.005750000011175871,55.0,0.5,3.200000047683716,274.6000061035156,1.5
41.92016297131869,-91.89107588074498,2015.0,8.0,8.0,2015-08-08,1,,246.0,6.1,41.900000000000006,-91.89166663333334,2015-08-08,291.5,38.60000228881836,0.014809999614953995,100.0,0.4599999785423279,3.6000001430511475,161.0,3.200000047683716
40.55016584075712,-119.59636613228602,1982.0,7.0,31.0,1982-07-31,1,,1182.0,8.5,40.56666666666667,-119.59999996666667,1982-07-31,309.1000061035156,0.0,0.005489999894052744,53.70000076293945,2.929999828338623,13.199999809265137,335.3000183105469,4.5
45.07688050621093,-114.06066502477769,2013.0,7.0,5.0,2013-07-05,1,,2076.0,6.4,45.06666666666667,-114.05833330000002,2013-07-05,298.0,1.7000000476837158,0.006289999932050705,68.30000305175781,1.309999942779541,5.700000286102295,310.6000061035156,2.9000000953674316
45.232551954918094,-101.27758639898585,1979.0,8.0,3.0,1979-08-03,1,,648.0,7.3,45.233333333333334,-101.26666663333334,1979-08-03,306.79998779296875,0.0,0.010420000180602074,22.899999618530273,1.9199999570846558,6.599999904632568,281.6000061035156,3.6000001430511475
44.5724,-121.87562,2017.0,6.0,6.0,2017-06-06,1,2.0,1205.0,5.8,44.56666666666667,-121.89166663333334,2017-06-06,298.29998779296875,0.0,0.0073899999260902405,81.9000015258789,1.090000033378601,5.599999904632568,350.8000183105469,2.6000001430511475
38.977290589260136,-91.88670003621115,2002.0,6.0,2.0,2002-06-02,1,,255.0,5.8,38.98333333333334,-91.89166663333334,2002-06-02,293.29998779296875,0.0,0.015119999647140503,94.20000457763672,1.1999999284744263,7.300000190734863,263.1000061035156,4.099999904632568
42.10272449769621,-115.67702442487281,1985.0,4.0,21.0,1985-04-21,1,,1561.0,7.6,42.108333333333334,-115.68333330000002,1985-04-21,281.8999938964844,7.200000286102295,0.003619999857619405,100.0,0.26999998092651367,2.200000047683716,191.90000915527344,5.0
41.12646519369242,-118.13192939954669,2011.0,10.0,28.0,2011-10-28,1,,1267.0,8.4,41.10833333333334,-118.14166663333334,2011-10-28,266.0,0.0,0.0012599999317899346,50.70000076293945,0.8799999952316284,2.700000047683716,150.5,1.399999976158142
38.99122723583551,-108.59048428560327,1981.0,1.0,27.0,1981-01-27,1,,1756.0,8.0,38.98333333333334,-108.59999996666667,1981-01-27,269.8999938964844,0.0,0.001829999964684248,18.5,0.5399999618530273,2.700000047683716,116.30000305175781,2.6000001430511475
43.966424792052436,-102.39794650748125,2018.0,11.0,1.0,2018-11-01,1,,852.0,7.5,43.983333333333334,-102.39166663333334,2018-11-01,270.0,0.0,0.0024999999441206455,72.70000457763672,0.6399999856948853,4.599999904632568,68.0,5.700000286102295
39.145228501347084,-113.45512651671189,1988.0,9.0,19.0,1988-09-19,1,,1528.0,8.3,39.150000000000006,-113.47499996666667,1988-09-19,297.8999938964844,0.0,0.002309999894350767,12.600000381469727,1.5299999713897705,8.699999809265137,216.90000915527344,4.400000095367432
39.73053853842345,-122.38235480397165,1995.0,12.0,17.0,1995-12-17,1,,192.0,6.4,39.73333333333334,-122.39166663333334,1995-12-17,287.5,0.4000000059604645,0.00419999985024333,90.0,0.5,1.8000000715255737,92.5,4.400000095367432
42.44152622678517,-117.21626705509703,1990.0,12.0,16.0,1990-12-16,1,,1316.0,7.8,42.44166666666667,-117.22499996666667,1990-12-16,264.29998779296875,0.0,0.0021199998445808887,96.0,0.17000000178813934,0.800000011920929,64.9000015258789,1.899999976158142
48.26878127908848,-115.649750775988,2016.0,1.0,21.0,2016-01-21,1,,2011.0,5.9,48.275000000000006,-115.64166663333334,2016-01-21,273.3999938964844,9.90000057220459,0.002940000034868717,71.5,0.07000000029802322,1.2000000476837158,34.29999923706055,4.0
45.87989642377505,-96.72434708314171,2014.0,10.0,29.0,2014-10-29,1,,310.0,7.2,45.900000000000006,-96.72499996666667,2014-10-29,274.20001220703125,3.799999952316284,0.0030799999367445707,70.0999984741211,0.3499999940395355,2.4000000953674316,111.4000015258789,4.5
45.3154,-121.5641,1993.0,8.0,12.0,1993-08-12,1,2.0,1750.0,5.5,45.31666666666667,-121.55833330000002,1993-08-12,291.29998779296875,0.0,0.007340000011026859,79.80000305175781,0.5699999928474426,4.099999904632568,302.5,3.4000000953674316
47.4651473,-115.9365432,2007.0,6.0,27.0,2007-06-27,1,2.0,872.0,5.9,47.483333333333334,-115.93333330000002,2007-06-27,302.6000061035156,0.0,0.00646999990567565,29.0,1.6699999570846558,7.800000190734863,289.70001220703125,2.700000047683716
40.048720889824885,-96.49471673317615,2014.0,11.0,1.0,2014-11-01,1,,413.0,6.3,40.06666666666667,-96.47499996666667,2014-11-01,269.6000061035156,0.0,0.0017099999822676182,52.79999923706055,0.6499999761581421,4.599999904632568,136.90000915527344,5.0
42.36366127619061,-116.46679184888407,1987.0,5.0,20.0,1987-05-20,1,,1659.0,7.2,42.358333333333334,-116.47499996666667,1987-05-20,286.1000061035156,0.0,0.003169999923557043,77.5,0.6200000047683716,3.5,225.1999969482422,3.299999952316284
44.59704108808968,-112.51584922284758,1982.0,5.0,9.0,1982-05-09,1,,2031.0,7.4,44.608333333333334,-112.51666663333334,1982-05-09,285.5,6.099999904632568,0.003920000046491623,100.0,0.4699999988079071,3.799999952316284,267.8999938964844,2.1000001430511475
45.96345202859803,-122.40164637151368,1991.0,12.0,2.0,1991-12-02,1,,210.0,5.1,45.983333333333334,-122.39166663333334,1991-12-02,275.79998779296875,3.9000000953674316,0.005229999776929617,89.5,0.029999999329447746,0.30000001192092896,40.60000228881836,3.200000047683716
47.459431698321325,-99.04944194840778,2000.0,4.0,19.0,2000-04-19,1,,466.0,7.3,47.44166666666667,-99.05833330000002,2000-04-19,269.79998779296875,0.0,0.002849999815225601,29.399999618530273,0.4899999797344208,3.4000000953674316,276.8999938964844,6.0
45.76728978189608,-103.59555231197155,2006.0,5.0,21.0,2006-05-21,1,,970.0,7.5,45.775000000000006,-103.59999996666667,2006-05-21,278.70001220703125,0.0,0.007449999917298555,40.10000228881836,0.9199999570846558,5.5,306.20001220703125,5.5
44.11330917873623,-106.66574823568571,1983.0,2.0,25.0,1983-02-25,1,,1491.0,7.6,44.108333333333334,-106.68333330000002,1983-02-25,271.3999938964844,0.0,0.0027799999807029963,62.79999923706055,0.7799999713897705,3.0,137.5,4.0
39.96576639711842,-91.31502629130608,2003.0,7.0,27.0,2003-07-27,1,,211.0,5.6,39.98333333333334,-91.30833330000002,2003-07-27,296.0,7.400000095367432,0.014689999632537365,33.29999923706055,2.309999942779541,7.700000286102295,305.70001220703125,3.799999952316284
42.18279395451522,-117.61222461086884,1983.0,9.0,6.0,1983-09-06,1,,1909.0,7.0,42.19166666666667,-117.59999996666667,1983-09-06,280.70001220703125,0.0,0.004259999841451645,47.0,1.709999918937683,5.5,252.5,3.4000000953674316
44.56667,-115.68333,1994.0,6.0,25.0,1994-06-25,1,2.0,1616.0,6.2,44.56666666666667,-115.68333330000002,1994-06-25,277.79998779296875,0.0,0.0049299998208880424,62.29999923706055,1.5499999523162842,6.800000190734863,299.8999938964844,4.700000286102295
43.811114801316386,-121.20073570912236,1988.0,2.0,22.0,1988-02-22,1,,1759.0,6.1,43.81666666666667,-121.18333330000002,1988-02-22,270.29998779296875,0.0,0.0017399999778717756,18.0,0.6800000071525574,3.1000001430511475,174.60000610351562,2.299999952316284
39.86949558516196,-114.79961139594981,1997.0,2.0,14.0,1997-02-14,1,,1796.0,8.3,39.85833333333334,-114.80833330000002,1997-02-14,279.0,0.0,0.002739999908953905,42.79999923706055,0.22999998927116394,1.3000000715255737,157.6999969482422,2.700000047683716
40.66203271966309,-95.68332980973014,1994.0,2.0,6.0,1994-02-06,1,,338.0,7.0,40.650000000000006,-95.68333330000002,1994-02-06,276.0,0.0,0.001829999964684248,90.5999984741211,0.23999999463558197,1.8000000715255737,124.30000305175781,3.5
44.75286352364069,-89.96154664772615,1992.0,10.0,6.0,1992-10-06,1,,379.0,5.4,44.733333333333334,-89.97499996666667,1992-10-06,276.1000061035156,0.0,0.006539999973028898,45.0,0.3400000035762787,2.0,106.0,2.299999952316284
39.95156193943805,-99.04455151455869,1981.0,12.0,27.0,1981-12-27,1,,624.0,7.2,39.94166666666667,-99.05833330000002,1981-12-27,275.0,0.0,0.0021899999119341373,90.20000457763672,0.1599999964237213,0.699999988079071,90.20000457763672,3.4000000953674316
39.69055260420742,-107.06231321288074,1985.0,2.0,13.0,1985-02-13,1,,2132.0,7.4,39.69166666666667,-107.05833330000002,1985-02-13,277.20001220703125,0.0,0.0025499998591840267,100.0,0.2199999988079071,1.2000000476837158,159.1999969482422,2.799999952316284
46.24667,-117.75611,2001.0,7.0,14.0,2001-07-14,1,2.0,1333.0,6.4,46.233333333333334,-117.76666663333334,2001-07-14,297.70001220703125,0.0,0.006490000057965517,32.5,1.25,5.900000095367432,322.8999938964844,3.6000001430511475
44.84741102363378,-118.50089533016698,1986.0,11.0,29.0,1986-11-29,1,,1426.0,6.3,44.858333333333334,-118.51666663333334,1986-11-29,266.70001220703125,0.800000011920929,0.0030999998562037945,55.60000228881836,0.07000000029802322,0.4000000059604645,83.30000305175781,4.700000286102295
41.68668528241988,-89.80574545806337,1984.0,3.0,18.0,1984-03-18,1,,191.0,5.9,41.69166666666667,-89.80833330000002,1984-03-18,274.6000061035156,6.300000190734863,0.002469999948516488,98.70000457763672,0.1599999964237213,1.600000023841858,178.5,3.299999952316284
47.43216,-112.80214,2018.0,7.0,26.0,2018-07-26,1,2.0,1770.0,6.0,47.44166666666667,-112.80833330000002,2018-07-26,294.79998779296875,8.40000057220459,0.007809999864548445,87.70000457763672,0.7899999618530273,5.099999904632568,272.6000061035156,2.299999952316284
47.215491784594526,-110.86335551815412,1992.0,8.0,23.0,1992-08-23,1,,1548.0,6.5,47.233333333333334,-110.84999996666667,1992-08-23,278.0,4.5,0.0038399999029934406,100.0,0.08999999612569809,1.2000000476837158,106.30000305175781,2.0
39.804975890581716,-119.34752644237285,2018.0,7.0,13.0,2018-07-13,1,,1237.0,8.0,39.81666666666667,-119.34999996666667,2018-07-13,308.1000061035156,0.0,0.006819999776780605,44.79999923706055,3.0199999809265137,10.5,337.5,2.9000000953674316
42.866273472813084,-99.45785648894513,1990.0,3.0,22.0,1990-03-22,1,,686.0,6.6,42.858333333333334,-99.47499996666667,1990-03-22,284.8999938964844,0.0,0.0033199999015778303,30.80000114440918,0.3700000047683716,3.4000000953674316,179.0,5.900000095367432
41.137039266981034,-114.75399358050802,2000.0,12.0,28.0,2000-12-28,1,,1893.0,7.8,41.150000000000006,-114.76666663333334,2000-12-28,274.6000061035156,0.0,0.0022899999748915434,43.5,0.1899999976158142,0.699999988079071,96.20000457763672,1.100000023841858
39.18650444536874,-88.33796842420529,1984.0,5.0,10.0,1984-05-10,1,,182.0,5.9,39.19166666666667,-88.34999996666667,1984-05-10,279.6000061035156,0.699999988079071,0.007049999665468931,45.400001525878906,0.6699999570846558,5.900000095367432,261.6000061035156,5.900000095367432
41.8939578,-111.6437378,1982.0,9.0,1.0,1982-09-01,1,3.0,2456.0,6.3,41.900000000000006,-111.64166663333334,1982-09-01,290.70001220703125,0.0,0.005679999943822622,31.600000381469727,0.8499999642372131,4.0,252.0,3.1000001430511475
45.23040405083825,-98.51535533316871,1994.0,9.0,21.0,1994-09-21,1,,391.0,7.1,45.233333333333334,-98.51666663333334,1994-09-21,291.70001220703125,3.5,0.0077299997210502625,30.600000381469727,0.3199999928474426,1.899999976158142,112.5,4.300000190734863
47.98292470367494,-120.59942036314608,2006.0,11.0,8.0,2006-11-08,1,,1409.0,5.7,47.983333333333334,-120.59999996666667,2006-11-08,275.0,1.100000023841858,0.0031399999279528856,60.0,0.17000000178813934,1.3000000715255737,89.20000457763672,4.400000095367432
48.88333,-118.76667,1985.0,7.0,27.0,1985-07-27,1,2.0,1116.0,6.3,48.900000000000006,-118.76666663333334,1985-07-27,305.5,0.0,0.003909999970346689,50.60000228881836,2.450000047683716,6.300000190734863,310.6000061035156,2.200000047683716
42.05862649209637,-105.41841094208442,1984.0,3.0,7.0,1984-03-07,1,,2120.0,7.4,42.06666666666667,-105.43333330000002,1984-03-07,273.0,0.0,0.002369999885559082,79.80000305175781,0.1599999964237213,1.899999976158142,133.3000030517578,7.700000286102295
44.6381411055461,-95.2725750501616,2013.0,5.0,6.0,2013-05-06,1,,312.0,7.2,44.650000000000006,-95.26666663333334,2013-05-06,293.3999938964844,0.0,0.005699999630451202,95.5,0.7400000095367432,3.0,208.10000610351562,1.2000000476837158
46.97195338807466,-107.46912287283271,2012.0,4.0,7.0,2012-04-07,1,,990.0,7.5,46.983333333333334,-107.47499996666667,2012-04-07,283.5,2.200000047683716,0.003069999860599637,31.100000381469727,0.4099999964237213,2.700000047683716,194.1999969482422,6.200000286102295
47.89985927493667,-94.25731892288061,1983.0,11.0,21.0,1983-11-21,1,,428.0,6.4,47.900000000000006,-94.26666663333334,1983-11-21,268.20001220703125,1.0,0.002469999948516488,100.0,0.07000000029802322,0.4000000059604645,49.20000076293945,6.0
48.87630699174686,-116.61357805891396,1998.0,2.0,11.0,1998-02-11,1,,1683.0,5.6,48.858333333333334,-116.59999996666667,1998-02-11,271.79998779296875,6.099999904632568,0.0037899999879300594,100.0,0.0,0.30000001192092896,60.60000228881836,2.5
44.80774204062737,-97.09182719322219,2014.0,10.0,17.0,2014-10-17,1,,525.0,7.1,44.81666666666667,-97.09999996666667,2014-10-17,277.29998779296875,0.0,0.005450000055134296,95.20000457763672,0.10999999940395355,1.399999976158142,140.10000610351562,9.40000057220459
46.78652,-115.30446,2005.0,7.0,8.0,2005-07-08,1,2.0,2028.0,5.7,46.775000000000006,-115.30833330000002,2005-07-08,285.20001220703125,0.0,0.007860000245273113,38.79999923706055,1.1299999952316284,7.700000286102295,328.8999938964844,4.099999904632568
48.52416309027051,-100.23241037546092,1982.0,11.0,28.0,1982-11-28,1,,452.0,7.8,48.525000000000006,-100.22499996666667,1982-11-28,271.29998779296875,0.0,0.0019199999514967203,57.0,0.09999999403953552,0.20000000298023224,67.4000015258789,2.0
44.8987935,-111.5137316,1997.0,7.0,21.0,1997-07-21,1,2.0,2264.0,6.1,44.900000000000006,-111.51666663333334,1997-07-21,294.0,3.1000001430511475,0.008129999972879887,43.0,0.6299999952316284,5.700000286102295,324.8999938964844,3.5
48.25407872516689,-96.81254459912397,2010.0,12.0,17.0,2010-12-17,1,,255.0,7.7,48.233333333333334,-96.80833330000002,2010-12-17,264.3999938964844,0.0,0.0009199999622069299,59.10000228881836,0.11999999731779099,0.5,36.5,3.200000047683716
48.576,-118.4445,1996.0,8.0,11.0,1996-08-11,1,2.0,1361.0,6.1,48.56666666666667,-118.43333330000002,1996-08-11,303.79998779296875,0.0,0.005619999952614307,39.400001525878906,2.25,9.600000381469727,295.0,3.6000001430511475
48.77132268422954,-95.28354278106063,2015.0,11.0,17.0,2015-11-17,1,,347.0,7.3,48.775000000000006,-95.26666663333334,2015-11-17,282.1000061035156,10.199999809265137,0.005140000022947788,69.4000015258789,0.1599999964237213,1.0,26.30000114440918,3.6000001430511475
38.33539026457972,-119.57816545877567,2013.0,2.0,22.0,2013-02-22,1,,2755.0,5.7,38.31666666666667,-119.55833330000002,2013-02-22,277.8999938964844,0.0,0.0016299999551847577,22.100000381469727,0.3400000035762787,2.5,192.3000030517578,2.9000000953674316
40.49940350546434,-119.1021401321048,2015.0,11.0,25.0,2015-11-25,1,,1418.0,8.2,40.48333333333334,-119.09999996666667,2015-11-25,274.0,0.30000001192092896,0.002699999837204814,57.29999923706055,0.12999999523162842,1.3000000715255737,45.400001525878906,6.900000095367432
45.57024932806961,-112.56545376681555,2020.0,4.0,14.0,2020-04-14,1,,1845.0,7.2,45.56666666666667,-112.55833330000002,2020-04-14,277.5,4.099999904632568,0.0024599998723715544,36.900001525878906,0.2800000011920929,3.1000001430511475,118.5999984741211,8.800000190734863
44.55663492209535,-117.42427646970799,1980.0,9.0,16.0,1980-09-16,1,,815.0,7.4,44.56666666666667,-117.43333330000002,1980-09-16,299.29998779296875,0.0,0.004789999686181545,76.4000015258789,1.459999918937683,4.300000190734863,227.90000915527344,2.700000047683716
47.6561007219391,-104.08253846744019,1983.0,1.0,30.0,1983-01-30,1,,601.0,7.7,47.650000000000006,-104.09999996666667,1983-01-30,260.0,0.0,0.001500000013038516,85.30000305175781,0.12999999523162842,0.4000000059604645,94.80000305175781,2.0
47.28981810907363,-99.32334810905257,1991.0,12.0,10.0,1991-12-10,1,,550.0,7.3,47.275000000000006,-99.30833330000002,1991-12-10,268.5,0.0,0.002579999854788184,55.5,0.2199999988079071,1.600000023841858,60.79999923706055,5.599999904632568
45.04905,-121.63385,1982.0,6.0,25.0,1982-06-25,1,2.0,1476.0,5.6,45.06666666666667,-121.64166663333334,1982-06-25,292.3999938964844,3.6000001430511475,0.007819999940693378,100.0,0.5600000023841858,5.599999904632568,308.5,5.0
45.727027382066616,-94.13332918894889,2005.0,4.0,28.0,2005-04-28,1,,339.0,5.7,45.733333333333334,-94.14166663333334,2005-04-28,281.0,0.0,0.002319999970495701,32.400001525878906,0.429999977350235,3.4000000953674316,176.10000610351562,3.799999952316284
40.98166674166113,-93.85459176236384,1992.0,5.0,3.0,1992-05-03,1,,356.0,6.4,40.98333333333334,-93.84999996666667,1992-05-03,296.29998779296875,0.0,0.004549999721348286,66.20000457763672,1.149999976158142,6.700000286102295,280.8999938964844,3.200000047683716
40.30464988717596,-88.70510772850042,1990.0,12.0,4.0,1990-12-04,1,,228.0,6.5,40.31666666666667,-88.72499996666667,1990-12-04,264.8999938964844,0.0,0.0018399999244138598,91.80000305175781,0.14000000059604645,1.399999976158142,100.0999984741211,7.099999904632568
44.40445,-121.75637,2018.0,5.0,14.0,2018-05-14,1,1.0,1164.0,6.2,44.400000000000006,-121.76666663333334,2018-05-14,297.70001220703125,0.0,0.0057299998588860035,82.4000015258789,1.1899999380111694,5.900000095367432,361.5,1.3000000715255737
41.4353591133383,-99.42478730587108,1988.0,3.0,16.0,1988-03-16,1,,732.0,7.2,41.44166666666667,-99.43333330000002,1988-03-16,260.1000061035156,0.0,0.0015399999683722854,20.100000381469727,0.23999999463558197,1.899999976158142,159.90000915527344,2.5
